,KL,JB,SG,PJ
6220,9141735,6083312,8537327,8129582
6221,5638774,8296222,7648785,9660843
6222,8407640,5484953,7631842,8063060
6223,9592328,6806482,6296430,7141409
6224,6906048,5799465,8551975,7176508
6225,8038732,6579725,9140868,7483962
6226,6013282,7682521,6062704,6673899
6227,5124512,9465332,8075533,7078943
6228,6760462,9192282,8126574,5247339
6229,5116404,6331020,7484710,7465757
6230,5060700,7283968,9919376,9193238
6231,9643888,9401218,7406445,9740625
6232,5555173,5912548,8605801,8950653
6233,5512950,6289564,7811426,6809589
6234,7301100,5120948,8605963,6490709
6235,6171368,5103296,5164816,9562272
6236,7129490,5911815,7879609,6494553
6237,8254872,7486644,5116620,8262816
6238,7320867,6413577,6848797,8593434
6239,7556821,9984868,8219998,8878980
6240,9606901,8129088,9683974,7215770
6241,9320823,7914661,7504566,7620622
6242,7476117,8116307,7118786,6036173
6243,7139083,5092976,8964449,6408511
6244,7416732,5696410,7087733,6205144
6245,7414175,5181521,9803527,9433941
6246,8607398,7085967,5257398,7663112
6247,5328710,9791310,8744429,7677596
6248,5845532,6799128,7372831,5304666
6249,8690143,5601375,7361667,7375614
6250,8092863,8445561,5747100,7086256
6251,7035686,9950738,5692152,6632157
6252,9682463,8694050,5965456,9470991
6253,8715399,5367285,7573956,5459662
6254,7207510,7946622,9972821,9303475
6255,8789980,7472183,6040040,5607592
6256,6101542,9961412,5385663,7769308
6257,6598619,5245637,9959933,5727467
6258,5555502,5215152,9948600,9041590
6259,9000488,5381252,8134074,5414825
6260,5790303,9511574,7825072,5220438
6261,9781542,6926783,5413846,7952559
6262,9285020,5873960,9217261,8469133
6263,9556170,6561006,5129849,7926262
6264,5818409,6241713,7339242,8767400
6265,5117718,7523530,5303325,9501295
6266,7607725,7423504,9373572,5204146
6267,5238713,7217942,8812276,6865952
6268,7943553,9428889,9299019,5204463
6269,6128954,6754329,7436139,6269418
6270,9784164,9839979,9597585,9555692
6271,6201269,7664864,5814138,6148648
6272,7098660,5778819,7248382,8704232
6273,9647127,8118191,7707913,6412935
6274,9956067,8024567,6281032,6030345
6275,6973233,6236442,8138392,7419785
6276,6453578,9063504,5839143,9477501
6277,8576079,6309769,5345864,5939798
6278,5270560,5406546,5759842,6740068
6279,9280803,8389279,5731770,9401179
6280,5617206,9673224,8000268,5865861
6281,8505743,7812586,6288052,7487058
6282,8525230,9261500,5244072,7372983
6283,9721811,5799907,8748051,6963221
6284,7927933,5530531,6904395,7234732
6285,9051017,8055539,7649682,7262679
6286,8607617,9108955,8575056,7797758
6287,8750254,8696829,6726556,7136790
6288,5161763,8512263,8535799,9433562
6289,5798506,8514505,9219021,8064908
6290,8011371,5161692,5556668,5454157
6291,9880205,6409325,6911375,9668191
6292,8655997,8734584,7259618,9594685
6293,5851282,6426397,6853578,6352164
6294,7379452,9109532,6147398,9629473
6295,7666056,5387320,8959906,8665778
6296,7571824,7648455,7290456,9233924
6297,7028672,9869290,7420846,5749932
6298,9171121,7106955,9976088,9108788
6299,9614769,5074133,6611612,6216183
6300,5119105,7174336,6442476,8715871
6301,6354109,7114805,8650045,8738706
6302,7226845,9241312,6280831,8782760
6303,5907990,5777869,6350290,9997645
6304,9902097,6527991,9255971,6940319
6305,6385198,8155543,5838420,9063352
6306,7051133,5426217,8579134,7110156
6307,5019706,8858840,5220525,8151009
6308,7527199,9807653,9078996,6106125
6309,5172692,7026371,8077632,7668929
6310,9384494,9167942,9099339,6126106
6311,7331478,8588257,9489595,6794471
6312,9583180,7758571,6053915,7800641
6313,5363852,8296447,6439088,5545194
6314,7992040,8545867,9476369,9998056
6315,8382230,5521883,6570066,6814697
6316,6001757,9662494,9908328,7522461
6317,6999544,9826048,8666611,6083684
6318,7439179,6822223,8626402,6228458
6319,8853509,5864083,6152355,7060158
6320,5445644,8806058,9440238,9870130
6321,5184121,8092667,6742852,7716849
6322,9072358,6568879,6783354,9731944
6323,7058735,9989648,8028775,8179427
6324,5755026,6327186,5456901,8516774
6325,5017200,9453709,5922891,7240243
6326,7353339,6283309,9916725,8441669
6327,7354355,5122721,9145337,7265652
6328,6345886,7248523,9543680,8438004
6329,8240496,9282502,8616878,7772378
6330,5634312,8456631,9879287,9614014
6331,9235476,8109499,9019763,6261927
6332,9552912,7803008,6672089,6044028
6333,7211102,8677077,8530135,8641433
6334,6135253,8420486,7763179,9509098
6335,5189219,5365186,5074355,5193738
6336,9453226,5855696,8810011,6160127
6337,7050920,7706705,6789019,5974421
6338,9760552,7132188,7235844,5224595
6339,8809761,8087845,6780298,8098010
6340,6099994,6082618,6872943,7977329
6341,6498138,6478502,6902798,8368025
6342,6096807,7488789,6001372,7718000
6343,9382143,6631437,5463136,7165434
6344,8249238,9227638,7691697,6000650
6345,7170961,5546449,9247593,9128080
6346,6614967,7211089,8535526,5354136
6347,8717168,5264193,6478602,9949418
6348,5489833,5089124,7743718,7550577
6349,5705336,6773251,8666642,7405823
6350,5715532,8376134,5450157,6173853
6351,7565998,8748656,9398717,6689893
6352,9745263,8070271,5239454,5735826
6353,5499209,5075308,7211410,9823689
6354,7768782,9631167,6075117,5977149
6355,8098971,7371357,8508325,6090803
6356,9499294,9497693,7671286,8746688
6357,8364828,7067411,6930925,5536009
6358,5739935,6693238,8731288,7316974
6359,6613107,9311926,8868918,6905208
6360,7767733,5560103,6377233,9157016
6361,8219696,6520709,5291309,5109696
6362,9508893,9108673,5459604,6931300
6363,7802386,5650806,6448519,7332548
6364,7709372,5658319,6443134,9476967
6365,8739027,5443127,9054257,5728996
6366,7867576,6254743,8705053,5425008
6367,7314061,9643578,8657107,5317776
6368,7421533,5834564,7697070,8250730
6369,5568866,6260719,7828421,8322082
6370,7239987,7566891,7888310,5067534
6371,8595746,8418746,5141608,7126408
6372,8707495,8326944,9337477,7226647
6373,7249877,7014602,7775017,9785308
6374,5219138,5350844,9882937,8154988
6375,9949534,6212509,8582603,7234998
6376,5972589,8438585,9816958,6621858
6377,8298389,9206214,9071987,7061045
6378,7682489,7484560,8687594,8560860
6379,5673763,8585659,7448263,5174768
6380,6480131,6371046,8939902,9150106
6381,5249949,7822362,8813739,6174566
6382,8882179,7160103,5393307,5946756
6383,5632441,9883435,7076418,9363698
6384,8528755,9687265,5364612,6899408
6385,7699486,9463006,8788152,7678228
6386,8206775,8774160,5183113,8061321
6387,6640796,7246202,6202370,9983917
6388,9282948,6868538,5369800,9120637
6389,7860071,9235971,5339739,5755462
6390,7779998,9889520,9100275,9429947
6391,6119934,5937170,7404692,7272764
6392,5944614,5625835,5915210,7581809
6393,7744220,5989365,5073854,7661857
6394,9391216,7526053,6555203,9481187
6395,8034735,9024717,7076316,8992273
6396,5468565,8850404,8747358,7547697
6397,5719165,9987321,9587205,9758429
6398,8237653,9912544,9410422,5775837
6399,6569161,8544965,9522090,7890953
6400,5312199,9699917,8699496,7980898
6401,5755553,8517963,8951775,6607188
6402,5291306,9443930,8370874,7991011
6403,9218291,7832283,6142504,6331045
6404,6422099,9840589,7337937,8196877
6405,8337464,5840384,6356310,5517426
6406,7267584,9615881,7128930,5576213
6407,5548547,9010586,5539022,6777231
6408,8672102,6245550,5876930,7689705
6409,8965688,9377191,9326083,5316227
6410,9664325,7713184,9482251,5280386
6411,6538671,5639835,9811928,8744236
6412,7925602,8165999,6687643,5771443
6413,7619220,8826011,8903973,6585037
6414,9575812,9964269,9014831,9371844
6415,5503647,8632622,7185765,5552417
6416,7990547,6716891,5921333,6216852
6417,7238897,5506846,9841406,5262422
6418,6407437,7519482,5314697,7271573
6419,6590339,7886325,9331624,6595060
6420,6940947,7695731,7019629,7535850
6421,6775598,5270161,9838010,6476196
6422,6479125,9725254,9223603,7236661
6423,6440562,7264614,6723165,8406691
6424,8889084,5555395,5405040,5169473
6425,7829981,6906336,8176302,8507730
6426,8804049,9890125,9592873,6320098
6427,6710728,5326308,8134121,8794066
6428,6194785,8125887,7440899,8544246
6429,5103278,6189079,8692400,7773252
6430,6166376,8325193,5155472,9667777
6431,7282610,7870416,5721330,7612135
6432,7872797,5141760,9376742,5230697
6433,6451505,7566987,7058797,5489570
6434,6731476,5809035,5377447,8399124
6435,5435165,5973155,7995097,9027854
6436,7307299,7755835,8412096,7877590
6437,8522781,7696240,6947774,8990269
6438,6732428,5505738,7638347,7278756
6439,7836737,5661743,8919522,8715612
6440,9774591,7916315,9562169,8486871
6441,7126697,5534347,6072375,5478344
6442,7126804,8362377,7139713,7039911
6443,8561047,5775049,7725008,8002498
6444,8022344,7443995,8659093,6856241
6445,8515437,7656498,9435303,8382004
6446,9962740,9570279,6011786,7317117
6447,8840093,9082472,6640197,7446730
6448,8276820,7087861,6647870,7689388
6449,8972017,7539765,5153604,7653352
6450,8740396,8559911,7660459,6756371
6451,8277073,9018848,7934646,6604794
6452,7911688,8930617,8861481,8744013
6453,5816046,9599659,9776303,8241785
6454,6384306,5391270,7672992,9804552
6455,8689715,9221467,7792784,8347131
6456,6827731,6227975,6924265,8614980
6457,7517524,9756689,8312197,9333332
6458,9775295,8647655,5303412,8485714
6459,5106822,9028926,7070027,6121931
6460,8689165,9544610,7930853,9326335
6461,9584118,5932074,5051740,8796025
6462,9934714,9541491,8483264,6095078
6463,5829798,7529451,6222091,7595437
6464,5136303,8846812,5027073,5593219
6465,7592318,6462865,6662024,7365861
6466,8250386,7390824,7760305,9698524
6467,6659180,6936442,9046461,9612779
6468,5980617,9763292,8032932,6861379
6469,8565641,9656614,7114509,6965572
6470,6578905,9690886,6550442,5387936
6471,6072423,7544259,5623131,7674141
6472,9643357,7015349,7968817,8188842
6473,9297701,7726125,5866086,5910646
6474,7901884,5489155,5403971,8249738
6475,7422614,8725516,6675141,5034065
6476,6104153,5150005,5668935,5547946
6477,7517004,9974825,7122726,8505389
6478,5758009,8834912,7978437,5428865
6479,7212332,8623970,7849155,8748258
6480,7687700,5261710,5718962,9871916
6481,5724133,7208562,5954899,7470974
6482,8093331,6995790,7303036,9541462
6483,7966925,7615701,7947792,9236479
6484,7169934,5411358,6412774,7170782
6485,8094093,5686416,6450019,5521447
6486,7246406,9349534,6536952,7912453
6487,6156397,6187860,5298007,7098200
6488,6379904,9598757,7415051,9871454
6489,9138405,9688926,6621418,8002229
6490,9866616,9430475,6544322,6632277
6491,7633809,9731228,8053352,7550852
6492,5109110,7081658,7857531,9713740
6493,8909905,7401656,5924638,6252677
6494,8692163,9773716,7419242,6023751
6495,9873028,5518163,9587202,5265075
6496,7971342,9517140,5521244,7066520
6497,7661833,9856691,8171852,9700853
6498,7836787,9927483,8758648,7191869
6499,9569857,9388003,7252023,6204998
6500,9921456,8031036,7634133,5064939
6501,8107814,7295140,9529810,5800690
6502,5124383,8643872,5174556,7935145
6503,5986035,9235177,5740214,5026054
6504,9316648,8522529,6325738,7232587
6505,9709123,5487174,5572229,5674790
6506,5546921,5954963,5844208,6458893
6507,8802320,6635195,9939283,8246058
6508,5445236,5997262,9918633,9096884
6509,5332049,6286568,6777523,8737225
6510,8784740,9294660,7059179,5100025
6511,9242435,5610574,7454362,6645356
6512,8160674,7550307,8585084,5750229
6513,9760068,5310280,9343054,7099873
6514,5098441,5884659,6724304,5376386
6515,9629566,8321232,5781182,8696889
6516,8642621,8598156,5524643,5841666
6517,9500760,8039627,6657293,6354133
6518,8019489,9782770,9292913,5557328
6519,9709542,6377418,7273648,6276163
6520,7098725,9634841,9806510,9984804
6521,8730460,9586712,5841368,5950299
6522,5076916,8079479,8770624,6660098
6523,8820137,5788292,8221841,8898348
6524,8104812,8810709,9021373,7857119
6525,7039861,7703810,9595011,8494943
6526,7954710,6742930,7573378,5201461
6527,6899972,5155388,6070884,9298698
6528,9736921,6147081,7349363,5125714
6529,9225592,6692245,7939396,7917298
6530,9151931,5271041,5627383,5257664
6531,6158021,9397662,8823479,9723726
6532,8897386,5494601,8842008,6933711
6533,7699064,8044246,7452210,6704690
6534,6369926,6858430,8864220,9472592
6535,8055854,9107836,9829554,9993986
6536,7193263,8816830,5270325,9147286
6537,9649103,7446126,8908970,7279563
6538,8129949,9141329,8762078,8540306
6539,9465973,5948191,7093691,6577932
6540,5029121,5159048,6963778,5871615
6541,6925825,6337662,6226529,9588713
6542,7385376,7472642,8484462,7047953
6543,6514241,5679923,8838124,7842907
6544,9847790,6488588,5087281,5624165
6545,5299958,5062042,7274594,7913403
6546,6103907,8095415,9253215,7956438
6547,9235173,5482980,7238900,5466177
6548,8417657,6857958,9862214,6853241
6549,9773206,7535708,7135598,8675853
6550,8794608,8490078,5699663,7277645
6551,9157454,8846953,9988262,5972579
6552,6850006,6077011,7743626,9440663
6553,5251169,5889839,7199741,5025085
6554,8880384,7787285,9500716,8841572
6555,7980260,7182015,9845943,9699620
6556,7391542,6214594,8961649,9652655
6557,8028275,9263405,9437505,8075300
6558,9761147,9484983,8481482,7407889
6559,8807328,6060168,9607895,9854025
6560,8757974,6250509,8178107,8143035
6561,5257693,9975063,6635360,9397724
6562,5650098,8488196,6182821,8767258
6563,8441850,6407639,9733112,9812612
6564,8459756,6842807,6768669,9979257
6565,5776340,8560411,5814951,8115459
6566,6227430,9578865,7278817,5536060
6567,9986693,8336918,9862174,6208298
6568,8886246,9987031,6658403,9081184
6569,6640268,5437290,7129734,5843097
6570,6412374,6947067,9623115,9707085
6571,7683985,5098794,9397407,7692366
6572,6088660,5114158,6552171,8821771
6573,9146397,6186696,6941997,5563336
6574,5052546,6271220,9857046,7471194
6575,5332670,7207091,8586710,5780065
6576,5997070,6759397,5150895,8494139
6577,6828729,9618345,8023288,7622297
6578,7009840,7775192,6322535,5897299
6579,5506861,6375685,5652247,5680990
6580,5420867,8534262,6050890,9922148
6581,6204768,8657395,7970698,5077938
6582,7940153,6370789,7631083,8816168
6583,6571021,9574273,9424482,9957676
6584,8907131,6201585,6367694,9854821
6585,5684376,9667264,5919710,9569824
6586,9724633,6213860,6591360,5426189
6587,9004606,5471167,9357482,5065260
6588,6830803,9795111,9423585,5577906
6589,6691993,9953304,7891130,6208012
6590,9677489,6539230,8616138,5089399
6591,7680500,6692527,7881586,8193355
6592,5559617,6396675,5737083,6242259
6593,8550152,8719488,6112027,9722230
6594,6924124,6132791,8433449,6182587
6595,9996513,7002336,7296694,7085923
6596,9109623,7197708,5459236,5507433
6597,5253470,5659974,8790891,8776517
6598,5882191,5059861,8677307,7398701
6599,8130199,8676687,5729982,6088120
6600,9278690,8545624,5497037,5296996
6601,9015393,5344381,9577894,9406639
6602,6454519,8656254,6587279,8756763
6603,5985488,8863414,5105394,5559978
6604,7061224,8495790,6112273,9572634
6605,9791726,9944700,5525650,9143155
6606,9107094,9362187,5309091,5199492
6607,9001705,6634531,5036822,8584833
6608,7239129,6707091,7378109,9662474
6609,6785247,7185872,7470253,8217733
6610,5102805,6187179,8100807,8168845
6611,9310004,9039575,5898347,7451099
6612,7448814,5790618,8647600,5921298
6613,8522033,5826736,6660513,9204038
6614,7347621,5337098,9039262,7339911
6615,9987323,8897254,5924475,9512819
6616,8059237,6342680,6048593,8013215
6617,8765508,6905938,8413552,9800473
6618,5402601,8380095,9121526,6628786
6619,6485306,7990583,6279122,7878495
6620,7658927,7866101,7220289,5849855
6621,6000153,6376472,5238042,7346269
6622,7320934,5919550,8665738,7941224
6623,5983995,7556962,5361480,7897430
6624,9329846,6678404,9978024,7520109
6625,9589107,6314525,6624414,5878705
6626,9791468,7585183,7074014,8895871
6627,5035633,9215687,9895711,5746619
6628,7059577,8011419,8010298,5585247
6629,5538588,9938978,9533060,6473819
6630,7587865,8466625,5152961,8293118
6631,5900475,8332227,8558762,9722410
6632,9441535,9949716,8727164,7954042
6633,8061318,9892625,6229775,7049463
6634,9999238,7070535,7658283,6189723
6635,9592063,8299720,9885016,7047423
6636,5466031,9133613,5071023,5728422
6637,5539897,5854641,8339155,5498048
6638,5447910,8634931,8006615,5377966
6639,8231363,6566980,8269117,9858052
6640,5354026,6943036,9620547,8878354
6641,7920382,5421477,6471977,5612768
6642,5292930,7491353,6695698,5633856
6643,5375546,8247542,7650684,7087771
6644,7200355,6168419,9964968,6534024
6645,9649405,7726709,9618062,9982343
6646,5780619,8970140,6787211,9783695
6647,6251285,5237847,8920120,6505543
6648,6599508,8598068,6602714,6552485
6649,6514859,5274681,5103226,9170342
6650,5890084,9218729,8581799,8207510
6651,7080630,8130012,5350156,9929125
6652,5823614,8587471,6070340,5759346
6653,9269536,8573764,9287166,8845106
6654,6583394,6560872,6774974,5364486
6655,5479130,8298715,6668301,6082974
6656,9086817,6423758,9623849,7317412
6657,9309922,5260276,9282458,6515077
6658,7869628,6103731,8703669,6210553
6659,8415990,9017421,8349390,6432424
6660,8231636,7542105,9954158,7663023
6661,7050763,7289883,5441347,9721399
6662,9754948,8010655,9956444,5229233
6663,6970819,7729999,9756038,8301771
6664,9069957,7264495,7456869,6381487
6665,8417932,5274499,8348375,7310532
6666,7049334,7210722,7820548,6327349
6667,5161194,8408759,5925717,6840842
6668,5793291,7197233,9959918,5726919
